id,Subject#,aut_originality,ukwac,subtitle,baroni,glove,tasa,lse,dat,dsimean,text,age,gender,rt,aut_flexibility_1,aut_flexibilit_2,aut_flexibility,aut_originality_1,aut_originality_2,aut_originality,aut_fluency_1,aut_fluency_2,aut_fluency,bag_appropriateness_1,bag_appropriateness_2,bag_appropriateness,understood,strategy,valids,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10
R_3EKHRQ3ercpMEgk,130,0.3,0.8434548403,0.9184810582,0.8942735723,0.8667478844,0.996822924,0.922,80.3484793398,0.9039560558,dream mouse computer map bulb niddle cigarette stone car closet,22,Male,112.929,1,1.6,1.3,0,0.6,0.3,4.4,4.4,4.4,5.38461538461539,3.82051282051282,5.38461538461539,FALSE,FALSE,9,dream,mouse,computer,map,bulb,niddle,cigarette,stone,car,closet
R_2aqVuf1ZVG4Bsv8,131,0.5,0.8327579993,0.9225638691,0.9216001982,0.8758545996,0.9946912575,0.869,79.6275668201,0.9094935847,house  ocean  chair  phone  book lecture  ruler  cash  umbrella  shoe,20,Female,88.967,2.6,3.6,3.1,0,1,0.5,5,5,5,4.28947368421053,1.84210526315789,4.28947368421053,TRUE,FALSE,10,house ,ocean ,chair ,phone ,book,lecture ,ruler ,cash ,umbrella ,shoe
R_2ZX57lE1fOP0Bli,132,2,0.7227647431,0.8897783342,0.8708563998,0.7143315181,0.9382288728,0.743,61.2510680443,0.8271919736,young old loud quiet big small round  square up  down,19,Female,48.708,5.4,7,6.2,1.8,2.2,2,11,11,11,5.325,3.55,5.325,FALSE,FALSE,10,young,old,loud,quiet,big,small,round ,square,up ,down
R_RPujTb0wKdtJNKN,133,0,0.8055362581,0.9162839553,0.9043088838,0.8736456169,0.9911708922,0.788,79.8805841733,0.8981891212,happiness chair wallet pool chicken tower tv truck farm apartment,18,Female,81.528,0,0.2,0.1,0,0,0,5.6,5.6,5.6,5.65789473684211,3.5,5.65789473684211,TRUE,FALSE,9,happiness,chair,wallet,pool,chicken,tower,tv,truck,farm,apartment
R_Y5HZTZA9RrrX0Wt,134,0.1,0.8609706148,0.9388137232,0.9034529342,0.8556364633,0.99660576,0.881,79.1534817999,0.9110958991,universe shoe bird school building waterfall red square TV air,19,Male,94.216,2.2,2.6,2.4,0,0.2,0.1,4.4,4.4,5.4,5.68421052631579,4.13157894736842,5.68421052631579,TRUE,FALSE,9,universe,shoe,bird,school,building,waterfall,red,square,TV,air
R_1lrV0CwXDjELxBY,135,1,0.8444384195,0.8807747854,0.8657615708,0.936899321,0.9993499987,0.942,85.8878872579,0.9054448191,lip-balm calculator alligator crayon cactus friendship eyelash tunnel keyring eggnog,18,Female,240.107,4.4,5.6,5,1.4,0.6,1,8.6,8.6,8.6,5.375,3.775,5.375,TRUE,FALSE,9,lip-balm,calculator,alligator,crayon,cactus,friendship,eyelash,tunnel,keyring,eggnog
R_2bTcBjxKgZccSMZ,136,0.4,0.7171643593,0.8980678527,0.8825654715,0.7936344756,0.976773331,0.804,66.0353694643,0.853641098,Red Cold Love Me Basket Head Towel Teacher Bag Wet,18,Female,40.583,2.6,3.8,3.2,0.8,0,0.4,1,1,4.8,5.12820512820513,2.94871794871795,5.12820512820513,FALSE,FALSE,10,Red,Cold,Love,Me,Basket,Head,Towel,Teacher,Bag,Wet
R_PLjXw8eSTJ9fU5j,137,0.3,0.8401836529,0.9011212084,0.873277876,0.8627928311,0.9990816671,0.857,75.3348107849,0.8952914471,university candle dog book car door bicycle fork projector microphone,25,Female,40.757,2,2.2,2.1,0,0.6,0.3,1,1,2,4.8,2.975,4.8,TRUE,TRUE,10,university,candle,dog,book,car,door,bicycle,fork,projector,microphone
R_1IW7aMecSwKs8au,138,1.9,0.8748722925,0.8332138773,0.8861914815,0.9613403143,1.0028413918,0.971,87.6907492323,0.9116918715,facsimile elderflower stockings spatula hairbrush salmon paperclip exam brick coin,36,Female,140.197,4.6,5.6,5.1,1.8,2,1.9,8.2,8.2,8.2,NA,NA,NA,TRUE,FALSE,10,facsimile,elderflower,stockings,spatula,hairbrush,salmon,paperclip,exam,brick,coin
R_2uX2zMBJmCYpnhu,139,0.9,0.9410736341,0.8807010244,0.9330081121,0.9723871764,1.0045163669,0.973,89.5499125655,0.9463372628,record faeces eyeball fibreglass lavender gin myki breadcrumbs horoscope splinter,21,Female,236.6,3.2,4.6,3.9,0.2,1.6,0.9,1,1,4.8,5.64102564102564,3.56410256410256,5.64102564102564,FALSE,FALSE,9,record,faeces,eyeball,fibreglass,lavender,gin,myki,breadcrumbs,horoscope,splinter
R_1I6h1PGKj4DgYmO,140,0.7,0.8521461855,0.9273697312,0.9208578373,0.9108716449,1.0150508349,0.942,79.6045300152,0.9252592468,car charger head brick food diamond lily app village forest ,19,Female,53.898,1.8,2.4,2.1,0.2,1.2,0.7,5.4,5.4,5.4,5.08108108108108,3.32432432432432,5.08108108108108,TRUE,FALSE,10,car,charger,head,brick,food,diamond,lily,app,village,forest 
R_w1axJqVRPKnWzUB,141,1.1,0.837772316,0.8860393758,0.8735421728,0.8984409908,0.9730023543,0.899,77.5834614677,0.8937594419,hoodie  chocolate  bottle  computer  book  pillow  hanger  fridge  balcony  hospital ,22,Female,61.689,3.8,5,4.4,1.4,0.8,1.1,1.4,1.4,6.8,4.925,2.875,4.925,TRUE,FALSE,10,hoodie ,chocolate ,bottle ,computer ,book ,pillow ,hanger ,fridge ,balcony ,hospital 
